,評価点,評価値,最適値
0,"(0.6996827721595764, 0.15884965658187866, 0.6049533486366272, 0.4464151859283447, 0.9612956643104553, 0.9718220829963684, 0.38871926069259644, 0.11505299806594849, 0.12471497058868408, 0.6537929177284241, 0.0960378646850586, 0.18469929695129395, 0.7357891201972961, 0.8459075093269348, 0.25714683532714844, 0.9256840944290161, 0.6461168527603149, 0.09698998928070068, 0.23733127117156982, 0.783396303653717)",6.876118371064219,
1,"(0.8063790798187256, 0.6688107848167419, 0.1377561092376709, 0.9754158854484558, 0.883985161781311, 0.36802124977111816, 0.5528551340103149, 0.7165895700454712, 0.460666298866272, 0.8050537705421448, 0.6344470381736755, 0.8242140412330627, 0.13212740421295166, 0.8294844031333923, 0.46580231189727783, 0.5497742891311646, 0.9170630574226379, 0.6311460733413696, 0.22428560256958008, 0.9992371797561646)",9.259018220349258,
2,"(0.7066618204116821, 0.31380999088287354, 0.9671727418899536, 0.7109355926513672, 0.49985527992248535, 0.31069666147232056, 0.2988050580024719, 0.5574890971183777, 0.14656221866607666, 0.5771569609642029, 0.8334174752235413, 0.8259947896003723, 0.23427242040634155, 0.8493048548698425, 0.45888376235961914, 0.7950649261474609, 0.967612624168396, 0.6237980723381042, 0.03563880920410156, 0.5117447972297668)",7.724065098085525,
3,"(0.07558435201644897, 0.7269428372383118, 0.5905449986457825, 0.1724836230278015, 0.7704451084136963, 0.6923237442970276, 0.9470850825309753, 0.5150055885314941, 0.8968377709388733, 0.39386993646621704, 0.05212593078613281, 0.014172494411468506, 0.4406329393386841, 0.6436392068862915, 0.44246870279312134, 0.3122909665107727, 0.21147948503494263, 0.18398737907409668, 0.6003868579864502, 0.316470205783844)",5.551046822008306,
4,"(0.1373348832130432, 0.4741404056549072, 0.17769986391067505, 0.6773402094841003, 0.9844165444374084, 0.9904777407646179, 0.06310456991195679, 0.2989659309387207, 0.514798641204834, 0.5962222218513489, 0.0671154260635376, 0.08115828037261963, 0.9529232978820801, 0.6645339131355286, 0.30443882942199707, 0.12209045886993408, 0.8007656931877136, 0.9921912550926208, 0.45737218856811523, 0.1935521364212036)",6.738689768480164,
5,"(0.08429545164108276, 0.5642238259315491, 0.9983211159706116, 0.6152977347373962, 0.8471907377243042, 0.6941418647766113, 0.3049044609069824, 0.10264706611633301, 0.7311269640922546, 0.8366591334342957, 0.3798856735229492, 0.22162795066833496, 0.5207918882369995, 0.5711096525192261, 0.5170778036117554, 0.6490587592124939, 0.4699011445045471, 0.924900472164154, 0.03253298997879028, 0.8926191329956055)",7.591848478509327,
6,"(0.972956657409668, 0.28305166959762573, 0.4133758544921875, 0.4124440550804138, 0.4324040412902832, 0.5371053218841553, 0.23677080869674683, 0.058698832988739014, 0.7079111337661743, 0.06160026788711548, 0.29767513275146484, 0.06980806589126587, 0.33264029026031494, 0.1489841341972351, 0.9758857488632202, 0.5451039671897888, 0.20525646209716797, 0.17365366220474243, 0.9947777986526489, 0.041058242321014404)",4.947021990521485,
7,"(0.6444500684738159, 0.5683528184890747, 0.8351258635520935, 0.8131508231163025, 0.35365188121795654, 0.6748254895210266, 0.339601993560791, 0.7464796304702759, 0.03375518321990967, 0.8407734036445618, 0.18108093738555908, 0.5086343884468079, 0.37907135486602783, 0.304895281791687, 0.9970484375953674, 0.006387591361999512, 0.2873220443725586, 0.5837719440460205, 0.46754390001296997, 0.19193941354751587)",6.259133598871458,
8,"(0.7840035557746887, 0.2969896197319031, 0.788151204586029, 0.04592031240463257, 0.03144103288650513, 0.6519652605056763, 0.7969852089881897, 0.0959509015083313, 0.44433194398880005, 0.5946785807609558, 0.244279682636261, 0.22015070915222168, 0.546989917755127, 0.053378939628601074, 0.14408165216445923, 0.03130292892456055, 0.886915385723114, 0.21265733242034912, 0.030134618282318115, 0.4161755442619324)",4.385545931829434,4.385545931829434
9,"(0.3390616774559021, 0.6729124784469604, 0.719829797744751, 0.028506934642791748, 0.2596184015274048, 0.31365519762039185, 0.7740206718444824, 0.2170475721359253, 0.03359013795852661, 0.270405113697052, 0.9896814823150635, 0.9960448741912842, 0.3615660071372986, 0.3826172947883606, 0.33731383085250854, 0.8935553431510925, 0.40660184621810913, 0.014889001846313477, 0.5587709546089172, 0.29343754053115845)",5.697787662131219,
10,"(-0.22557805478572845, 0.3431484717875719, 0.7606296148151159, -0.6201167870312929, 0.37301952578127384, 0.2943445350974798, 0.21610441245138645, 0.9543491303920746, 0.749940063804388, 0.862593112513423, 0.5678444784134626, -0.39701903238892555, 0.33144637756049633, 0.7333425842225552, -0.37235081009566784, -0.1920649129897356, 0.8774105440825224, -0.495734803378582, -0.255382327362895, 0.29860794916749)",6.094723867694129,4.385545931829434
11,"(0.4996134974062443, -0.8550322856754065, 0.13654733635485172, 0.6128108091652393, -0.6446595601737499, 0.820774020627141, -0.7936283461749554, -0.22302144207060337, 0.5897111538797617, -0.8072333261370659, -0.38550257310271263, -0.8478635791689157, 0.8662999551743269, 0.7570306807756424, -0.5386089012026787, 0.0490530077368021, -0.40282588079571724, 0.7988798413425684, -0.6385151464492083, 0.15650690346956253)",7.859336850969632,4.385545931829434
12,"(0.031192202121019363, 0.890399469062686, 0.5610099527984858, -0.46440979465842247, 0.8372348286211491, -0.6012886315584183, -0.3045084960758686, 0.9638940803706646, 0.6110255550593138, -0.37152039259672165, -0.36277556978166103, -0.5745030045509338, 0.3440186996012926, 0.6719262544065714, -0.33255998976528645, -0.04263308085501194, -0.1369031574577093, 0.7196813579648733, -0.406441705301404, -0.6711521130055189)",6.216130872403037,4.385545931829434
13,"(0.5800162814557552, -0.7588687781244516, 0.14939291775226593, -0.8115525282919407, -0.732227610424161, -0.7365584317594767, 0.06633889861404896, -0.9359088987112045, 0.7940322831273079, -0.954277278855443, -0.28834136947989464, -0.7053077593445778, 0.7301656305789948, 0.05836442485451698, -0.2965327389538288, -0.960015432909131, 0.26241622120141983, 0.507686909288168, -0.5817033983767033, 0.1700412966310978)",7.913981252688144,4.385545931829434
14,"(0.7726680245250463, 0.26939372532069683, 0.4720165338367224, 0.4778677001595497, 0.46716691739857197, -0.6024747099727392, -0.07912831380963326, 0.9837191645056009, -0.7556704971939325, 0.9110029265284538, 0.929994061589241, 0.5780723392963409, 0.28358861990273, -0.5895601697266102, -0.7500379271805286, 0.6318496838212013, 0.8722934946417809, 0.45056410878896713, 0.2394334189593792, -0.93245505169034)",8.556451565171715,4.385545931829434
15,"(-0.08040607906877995, 0.40506792813539505, 0.4413929879665375, 0.9235337246209383, -0.7324808835983276, 0.6989404857158661, 0.2324200738221407, -0.6503395736217499, 0.8894857000559568, 0.04657335393130779, 0.38480173610150814, 0.22852224856615067, 0.9358703214675188, 0.8516030348837376, -0.03890921175479889, 0.24047617614269257, -0.06389128044247627, 0.5652506817132235, 0.6645887363702059, -0.6284035909920931)",6.534526251788253,4.385545931829434
16,"(-0.9322565775364637, -0.2517868299037218, 0.5325858984142542, -0.6548247188329697, 0.22166030667722225, -0.012718865647912025, 0.43056707084178925, 0.533206494525075, 0.2671101838350296, -0.048980824649333954, 0.2479429505765438, -0.38944339379668236, 0.3857444804161787, 0.37357357889413834, 0.09093733876943588, 0.4838850386440754, 0.46800624765455723, 0.36908991634845734, 0.7753592040389776, -0.38895525224506855)",4.089318801214322,4.089318801214322
17,"(0.9032133258879185, 0.6701321955770254, -0.2670284602791071, 0.1074035819619894, 0.33712003380060196, 0.010936938226222992, -0.5782904271036386, -0.34825408831238747, 0.6237152516841888, 0.2564211916178465, 0.040971364825963974, 0.7409640923142433, -0.9196120370179415, 0.4059315659105778, -0.3010342214256525, 0.2371988631784916, -0.007002145051956177, -0.9116526003926992, -0.17128326557576656, -0.31042582727968693)",5.036873726210236,4.089318801214322
18,"(-0.7751795705407858, 0.5410199780017138, 0.6888636294752359, -0.7374043371528387, -0.09945252723991871, 0.037190286442637444, 0.3415243774652481, 0.48262775130569935, 0.686960706487298, -0.8999482467770576, 0.2737109996378422, -0.8584235440939665, 0.9189495164901018, 0.7809617128223181, -0.7466162983328104, 0.6775888651609421, 0.10676183551549911, -0.41043875366449356, 0.24163592420518398, -0.11577832140028477)",7.088959737955223,4.089318801214322
19,"(0.5829576998949051, 0.8246004227548838, -0.19354370050132275, 0.8789802026003599, 0.4735642969608307, -0.40929869934916496, 0.22278117761015892, -0.43583116866648197, 0.7382147461175919, 0.5655241645872593, -0.08722041361033916, 0.33255853690207005, -0.6640349552035332, -0.6973609980195761, 0.7810068316757679, 0.8665951080620289, 0.3701586592942476, -0.6776728723198175, -0.6918377038091421, -0.13178098388016224)",6.8246980268845885,4.089318801214322
20,"(0.7296764198690653, 0.791484022513032, 0.41906048357486725, 0.5462107975035906, 0.18570246919989586, 0.36352362483739853, -0.41791354678571224, 0.6218766272068024, -0.8660401105880737, -0.6435584165155888, 0.8231599666178226, -0.1112308744341135, -0.08354444801807404, 0.1837658379226923, 0.0023301783949136734, 0.328541724011302, -0.6689442954957485, -0.9473349694162607, -0.4855034239590168, 0.6684336457401514)",6.391148991748279,4.089318801214322
21,"(0.9328801073133945, 0.909053897485137, 0.1388110499829054, 0.26593197882175446, 0.2562825661152601, 0.7398085780441761, 0.37320551835000515, -0.23704821802675724, 0.30321938171982765, 0.20802473276853561, -0.6666999217122793, 0.8221078757196665, 0.931478675454855, -0.2680591158568859, -0.09193268604576588, 0.1661957073956728, 0.660362720489502, -0.3147213105112314, -0.13427588529884815, 0.25141978822648525)",5.4426219319040285,4.089318801214322
22,"(0.010743359103798866, 0.35342805460095406, 0.10959622822701931, -0.7270163465291262, 0.4636669009923935, 0.17541957087814808, -0.4651098884642124, 0.3798553813248873, 0.6630657110363245, -0.16319337859749794, 0.9876215346157551, -0.821770804002881, 0.6327695250511169, 0.8588387928903103, 0.40078979544341564, 0.5478591527789831, 0.5318099744617939, -0.6765350643545389, -0.16742712073028088, -0.17859134450554848)",5.7881907235646874,4.089318801214322
23,"(-0.1286267749965191, -0.15082122944295406, -0.8060034848749638, 0.12258648686110973, 0.4909292384982109, 0.31939981132745743, -0.6579081863164902, -0.04641957767307758, 0.02922971174120903, -0.5523427538573742, -0.47099826112389565, -0.9350811243057251, 0.09837236069142818, 0.45505291223526, 0.758403530344367, 0.6569228284060955, 0.2874920628964901, -0.6443846318870783, -0.45776866748929024, 0.0968068540096283)",4.824420386752633,4.089318801214322
24,"(-0.5187820196151733, -0.20869410037994385, 0.24215710163116455, -0.02562505006790161, 0.3757897615432739, 0.938550591468811, -0.443531334400177, 0.42976272106170654, 0.2606015205383301, -0.21869826316833496, -0.11891591548919678, -0.5099784135818481, 0.054421305656433105, -0.2613954544067383, 0.994080662727356, 0.0819023847579956, 0.784477949142456, -0.13884037733078003, 0.12179791927337646, -0.35903626680374146)",4.010074679022139,4.010074679022139
25,"(-0.17465539276599884, -0.9523568078875542, 0.898906709626317, 0.42434231005609035, -0.1172299012541771, 0.7055232934653759, 0.9987016003578901, -0.8885860294103622, -0.5995332300662994, -0.12397361919283867, 0.42554804868996143, 0.37984797917306423, -0.9586099050939083, 0.30309535562992096, -0.091734753921628, 0.15741879120469093, 0.9756375905126333, 0.5426119174808264, -0.9563836120069027, -0.21537905931472778)",8.175618670463313,4.010074679022139
26,"(-0.3540242910385132, -0.2982339859008789, 0.4727363586425781, 0.2687455415725708, -0.10137730836868286, 0.7083398103713989, -0.9444806352257729, 0.7516233921051025, 0.23880648612976074, 0.5399048328399658, 0.4377012252807617, 0.5901857614517212, -0.5064660608768463, 0.03538548946380615, 0.4330407381057739, 0.6459623575210571, 0.778937816619873, -0.24828886985778809, -0.11186873912811279, -0.4993019104003906)",5.160172090806222,4.010074679022139
27,"(0.16960673592984676, 0.09379451349377632, -0.46254606917500496, 0.47375054471194744, 0.7357117161154747, 0.8087980933487415, 0.6881446819752455, -0.3698819875717163, 0.1341439075767994, 0.27791986241936684, -0.5240987353026867, 0.48029783740639687, -0.8530906029045582, 0.414693184196949, -0.5007388796657324, 0.6343723181635141, -0.7578681092709303, -0.8298919089138508, -0.647686593234539, 0.9654462244361639)",7.049904372592576,4.010074679022139
28,"(0.5449609756469727, 0.9073117971420288, 0.7380982637405396, 0.35684871673583984, 0.5856430530548096, 0.04187881946563721, -0.4032618999481201, -0.08490097522735596, 0.5973085165023804, 0.48774659633636475, -0.21662867069244385, -0.023053348064422607, -0.40069007873535156, 0.5543230772018433, 0.6364620923995972, 0.620641827583313, -0.04318118095397949, -0.8387287706136703, 0.565619945526123, 0.8512396812438965)",5.956993185454444,4.010074679022139
29,"(0.6124760024249554, 0.5227602068334818, -0.8776457626372576, 0.692233556881547, 0.35417256876826286, 0.8824502546340227, -0.9353352766484022, 0.5251213423907757, 0.3475005328655243, 0.17727468721568584, 0.14972810819745064, 0.07919686287641525, -0.12301640771329403, 0.014258449897170067, 0.8492078389972448, -0.12599694542586803, 0.2211228460073471, 0.14956685714423656, -0.12390578351914883, 0.3209464605897665)",5.0754795738031,4.010074679022139
30,"(0.3078975323587656, -0.8630833942443132, -0.8204997554421425, 0.7930797208100557, -0.05147409625351429, -0.42885770089924335, 0.6266312226653099, 0.9788832310587168, 0.3193657398223877, -0.5969767365604639, -0.773357329890132, -0.6628110650926828, -0.1667365748435259, 0.8569707106798887, 0.5111545156687498, -0.435893714427948, 0.384849539026618, -0.6440774146467447, -0.3147422671318054, 0.5035317000001669)",7.304166379928576,4.010074679022139
