,評価点,評価値,最適値
0,"(0.4778427481651306, 0.8443065881729126, 0.9766988158226013, 0.5175480246543884, 0.8134123682975769, 0.3816721439361572, 0.05137670040130615, 0.15344542264938354, 0.6786865592002869, 0.18031656742095947, 0.732416570186615, 0.6837263703346252, 0.7126728296279907, 0.07266652584075928, 0.841132402420044)",5.714214207260724,
1,"(0.692376434803009, 0.4867914915084839, 0.23123496770858765, 0.06048727035522461, 0.002535223960876465, 0.29346686601638794, 0.08779257535934448, 0.3401591181755066, 0.017004728317260742, 0.3043220639228821, 0.7160031199455261, 0.7125313878059387, 0.6094438433647156, 0.25435757637023926, 0.3585834503173828)",2.6609885860874023,2.6609885860874023
2,"(0.4111329913139343, 0.3112238049507141, 0.7873340249061584, 0.5863685607910156, 0.016294896602630615, 0.6879454851150513, 0.17614519596099854, 0.5946142673492432, 0.25313931703567505, 0.6621747016906738, 0.8682121634483337, 0.5117723941802979, 0.9759728312492371, 0.8006583452224731, 0.7050403952598572)",5.696658225966999,
3,"(0.6980947256088257, 0.5420201420783997, 0.40920889377593994, 0.19378238916397095, 0.5900707840919495, 0.03923177719116211, 0.10677039623260498, 0.36680203676223755, 0.6015044450759888, 0.13007479906082153, 0.03670293092727661, 0.1452997922897339, 0.12665534019470215, 0.959648072719574, 0.17542672157287598)",2.850718646593048,
4,"(0.35552912950515747, 0.7366763949394226, 0.3280053734779358, 0.1617119312286377, 0.39527279138565063, 0.04375714063644409, 0.6304555535316467, 0.03533458709716797, 0.7647377848625183, 0.07241284847259521, 0.354928195476532, 0.11031478643417358, 0.3238121271133423, 0.7879974842071533, 0.2992226481437683)",2.9032487497256696,
5,"(0.8119372129440308, 0.5983865261077881, 0.7358522415161133, 0.9920764565467834, 0.7910000085830688, 0.4488082528114319, 0.3283843994140625, 0.7930618524551392, 0.2511906027793884, 0.838071346282959, 0.9449068903923035, 0.23116523027420044, 0.2408897876739502, 0.09161162376403809, 0.8855031132698059)",6.6691790049461375,
6,"(0.6773580312728882, 0.02763611078262329, 0.3667299747467041, 0.733065128326416, 0.19300878047943115, 0.11376547813415527, 0.8290379047393799, 0.18850266933441162, 0.5795367360115051, 0.6251648664474487, 0.3585183024406433, 0.05456209182739258, 0.23139381408691406, 0.42788398265838623, 0.08535999059677124)",3.0066055525777244,
7,"(0.2386358380317688, 0.361089825630188, 0.34514063596725464, 0.7148442268371582, 0.4513816833496094, 0.34168148040771484, 0.7775749564170837, 0.4025952219963074, 0.3708263635635376, 0.6938174962997437, 0.30561500787734985, 0.10424238443374634, 0.942238450050354, 0.7936190366744995, 0.6529646515846252)",4.571823862525672,
8,"(0.7292822003364563, 0.5518243312835693, 0.250419557094574, 0.6606388688087463, 0.38030683994293213, 0.09086596965789795, 0.6381579041481018, 0.721260666847229, 0.645776629447937, 0.47323596477508545, 0.30564945936203003, 0.42534565925598145, 0.6517720222473145, 0.2372562289237976, 0.7727583050727844)",4.409441607557749,
9,"(0.40132778882980347, 0.11696261167526245, 0.6294102072715759, 0.4922187328338623, 0.5472546219825745, 0.8124391436576843, 0.4756724238395691, 0.33778440952301025, 0.1055300235748291, 0.5108075141906738, 0.726266086101532, 0.5429877638816833, 0.8001512289047241, 0.887502908706665, 0.5555934309959412)",4.944034786756081,
