,評価点,評価値,最適値
0,"(0.2737216353416443, 0.2511609196662903, 0.907965898513794, 0.21608853340148926, 0.15209978818893433, 0.6041107177734375, 0.4385097026824951, 0.8455119729042053, 0.9075713157653809, 0.17511063814163208, 0.8131453990936279, 0.03266644477844238, 0.9972738027572632, 0.9285544157028198, 0.12613725662231445, 0.9061804413795471, 0.26724773645401, 0.38354527950286865, 0.24640125036239624, 0.6585709452629089, 0.603029727935791, 0.02598673105239868, 0.9175388813018799, 0.3514937162399292, 0.40381574630737305, 0.43222635984420776, 0.022023797035217285, 0.7867106199264526, 0.3488759994506836, 0.0967637300491333, 0.21597051620483398, 0.2835500240325928, 0.14370769262313843, 0.8600435256958008, 0.14591073989868164, 0.9627817869186401, 0.6042196154594421, 0.12497186660766602, 0.0954630970954895, 0.358795702457428)",12.012053472345738,12.012053472345738
1,"(0.7849426865577698, 0.9012722373008728, 0.49979525804519653, 0.5083789825439453, 0.549230694770813, 0.9618045091629028, 0.7033863067626953, 0.9575421810150146, 0.4363596439361572, 0.3611319661140442, 0.844085156917572, 0.9380574226379395, 0.428581178188324, 0.30364447832107544, 0.7945507764816284, 0.02792680263519287, 0.7848567962646484, 0.796938955783844, 0.2368016242980957, 0.061249613761901855, 0.8678415417671204, 0.32612454891204834, 0.7032652497291565, 0.06993943452835083, 0.7903522253036499, 0.7073860764503479, 0.0972515344619751, 0.5573024749755859, 0.39946871995925903, 0.5476105809211731, 0.9913768172264099, 0.42108577489852905, 0.04832559823989868, 0.12381553649902344, 0.3634105920791626, 0.4554758071899414, 0.06738680601119995, 0.6544823050498962, 0.3466605544090271, 0.29531097412109375)",14.128331760772,
2,"(0.18288588523864746, 0.3013882040977478, 0.4816688299179077, 0.05912286043167114, 0.6467054486274719, 0.6322649121284485, 0.46929508447647095, 0.278975248336792, 0.8609135746955872, 0.9885638356208801, 0.7826594710350037, 0.5429407358169556, 0.5354734659194946, 0.03304159641265869, 0.5022042393684387, 0.7203299403190613, 0.7242357134819031, 0.26637983322143555, 0.6163120269775391, 0.7357167601585388, 0.5192121267318726, 0.8764458298683167, 0.009793639183044434, 0.6424497961997986, 0.5596449375152588, 0.8114713430404663, 0.9898812770843506, 0.9301100969314575, 0.9261005520820618, 0.18577319383621216, 0.4372904300689697, 0.9431936144828796, 0.38030093908309937, 0.7975998520851135, 0.5391556620597839, 0.8794161081314087, 0.9505054354667664, 0.8160121440887451, 0.010306477546691895, 0.30723780393600464)",16.426047355059204,
3,"(0.2410069704055786, 0.33839619159698486, 0.7403489947319031, 0.3710523843765259, 0.8054938912391663, 0.3298470377922058, 0.9445899128913879, 0.761898934841156, 0.24742811918258667, 0.12803184986114502, 0.010253310203552246, 0.893234372138977, 0.8458520174026489, 0.6333014965057373, 0.9145504236221313, 0.2553219795227051, 0.7965185642242432, 0.19826054573059082, 0.21201199293136597, 0.6574296355247498, 0.21627604961395264, 0.5727500915527344, 0.5023639798164368, 0.0769873857498169, 0.026807069778442383, 0.9470313191413879, 0.7274129986763, 0.625593900680542, 0.10726785659790039, 0.8400703072547913, 0.6491858959197998, 0.08004063367843628, 0.21247363090515137, 0.7690156102180481, 0.44197654724121094, 0.4225189685821533, 0.1218651533126831, 0.3038700222969055, 0.09664630889892578, 0.985599160194397)",12.827980332346979,
4,"(0.8552379608154297, 0.7942580580711365, 0.4085671901702881, 0.17311686277389526, 0.010284781455993652, 0.725020706653595, 0.2767968773841858, 0.3002580404281616, 0.6309804320335388, 0.2914162874221802, 0.5687932968139648, 0.6782536506652832, 0.7087350487709045, 0.22405517101287842, 0.7060405015945435, 0.011941790580749512, 0.3926692605018616, 0.2871403098106384, 0.36478346586227417, 0.8858376145362854, 0.4846065044403076, 0.5884253978729248, 0.38569188117980957, 0.3825329542160034, 0.8683384656906128, 0.6158028841018677, 0.20346099138259888, 0.4843566417694092, 0.13179844617843628, 0.6969124674797058, 0.8384215831756592, 0.38576704263687134, 0.6966646313667297, 0.6811222434043884, 0.28050023317337036, 0.0056577324867248535, 0.8257733583450317, 0.8568671345710754, 0.9034942388534546, 0.26589149236679077)",12.69520562468361,
5,"(0.09455180168151855, 0.3371341824531555, 0.45993494987487793, 0.6623985767364502, 0.3052136301994324, 0.4774289131164551, 0.972686767578125, 0.35763394832611084, 0.38725197315216064, 0.3400718569755554, 0.47945278882980347, 0.18256521224975586, 0.4570794701576233, 0.30646610260009766, 0.322029709815979, 0.45453888177871704, 0.7581287622451782, 0.8175523281097412, 0.9225627779960632, 0.46398311853408813, 0.15955865383148193, 0.3022730350494385, 0.7302663326263428, 0.9651395082473755, 0.7785884737968445, 0.13027584552764893, 0.7178823947906494, 0.5117931365966797, 0.03336614370346069, 0.39510512351989746, 0.43102478981018066, 0.29320216178894043, 0.8587307333946228, 0.8725033402442932, 0.1320204734802246, 0.7396430969238281, 0.9892118573188782, 0.6563176512718201, 0.5498180389404297, 0.6928872466087341)",13.285459093663246,
6,"(0.825042724609375, 0.8019673228263855, 0.09548842906951904, 0.9796673655509949, 0.9735821485519409, 0.23742765188217163, 0.38012462854385376, 0.5830779671669006, 0.742595911026001, 0.785072922706604, 0.4981657862663269, 0.3503274917602539, 0.5395808815956116, 0.7482609152793884, 0.20841377973556519, 0.6868382096290588, 0.44269752502441406, 0.16870152950286865, 0.8108901381492615, 0.059855639934539795, 0.8107064962387085, 0.9364715218544006, 0.6301347613334656, 0.7051575779914856, 0.46334314346313477, 0.00030863285064697266, 0.4676450490951538, 0.28675246238708496, 0.8173453211784363, 0.5871657133102417, 0.9504786133766174, 0.0028325915336608887, 0.6887173056602478, 0.9429010152816772, 0.16582351922988892, 0.4598352909088135, 0.9661900997161865, 0.6159971952438354, 0.14347708225250244, 0.3591002821922302)",15.497136151113839,
7,"(0.730598509311676, 0.7258118987083435, 0.3610113859176636, 0.3513493537902832, 0.9788629412651062, 0.8411348462104797, 0.6166301369667053, 0.5802068114280701, 0.8291189670562744, 0.32546699047088623, 0.9226577281951904, 0.6581360697746277, 0.06693071126937866, 0.8599535822868347, 0.9623661041259766, 0.8620113134384155, 0.015749990940093994, 0.14522355794906616, 0.42515987157821655, 0.9691458940505981, 0.682823896408081, 0.576988160610199, 0.6382309198379517, 0.39740991592407227, 0.2109888792037964, 0.3774557113647461, 0.16883748769760132, 0.5635645985603333, 0.9341861009597778, 0.4069054126739502, 0.4122195839881897, 0.5365127325057983, 0.4775245785713196, 0.6746302247047424, 0.8260506391525269, 0.7391878366470337, 0.3137436509132385, 0.8879415392875671, 0.34334027767181396, 0.4907262325286865)",15.88033579950391,
8,"(0.951144278049469, 0.07350635528564453, 0.5580601692199707, 0.7704652547836304, 0.35955947637557983, 0.21292376518249512, 0.49386417865753174, 0.3122867941856384, 0.6332151889801025, 0.11100679636001587, 0.9829502701759338, 0.09530919790267944, 0.6950963735580444, 0.7018731236457825, 0.17167168855667114, 0.6319614052772522, 0.0037563443183898926, 0.7436166405677795, 0.4447869062423706, 0.4637817144393921, 0.7573780417442322, 0.5184603929519653, 0.01839548349380493, 0.7130733132362366, 0.7576106190681458, 0.7046561241149902, 0.9643782377243042, 0.7273684144020081, 0.09679383039474487, 0.44677048921585083, 0.4533523917198181, 0.14537835121154785, 0.7821464538574219, 0.6200903654098511, 0.46855634450912476, 0.5639898180961609, 0.14787554740905762, 0.3397131562232971, 0.5060818791389465, 0.2340322732925415)",12.38880185620864,
9,"(0.18929517269134521, 0.19430309534072876, 0.6802475452423096, 0.0603785514831543, 0.8452768325805664, 0.0058512091636657715, 0.2424830198287964, 0.6679084897041321, 0.7288904786109924, 0.10215085744857788, 0.7912699580192566, 0.10659146308898926, 0.22050690650939941, 0.2574230432510376, 0.3162679076194763, 0.2935217022895813, 0.35433077812194824, 0.7867069840431213, 0.040525734424591064, 0.606176495552063, 0.8052163124084473, 0.42376917600631714, 0.9817204475402832, 0.40523332357406616, 0.8785001039505005, 0.878142237663269, 0.8436657786369324, 0.47334444522857666, 0.7557143568992615, 0.8364959359169006, 0.6741209030151367, 0.7874941825866699, 0.7565242648124695, 0.22124052047729492, 0.7466174960136414, 0.8030698299407959, 0.011313080787658691, 0.20553100109100342, 0.8295087218284607, 0.5007492303848267)",13.938124560820633,
